date,white,white_elo,black,black_elo,opening
2021.03.26,jishanshaikh4,1813,Ajay2001,1581,"Bongcloud Attack"
2021.03.26,cevdetk,1509,witekszachy,1510,"Bongcloud Attack"
2021.03.26,hoffmattremo,740,Amel73,746,"Bongcloud Attack"
2021.03.26,stamen69420,1362,Aidosyermakhan,1353,"Bongcloud Attack"
2021.03.26,Narandir,1006,LukaErich,925,"Bongcloud Attack"
2021.03.26,Didkosa,1343,aristotle1_1,1339,"Bongcloud Attack"
2021.03.26,Player100000,1638,Krativa,1638,"Bongcloud Attack"
2021.03.26,hilfigertout,1452,DM34,1475,"Bongcloud Attack"
2021.03.26,kingprawn8,1364,Mic1090,1317,"Bongcloud Attack"
2021.03.26,Mahant_Patel,1676,AlecTrevelyan,1681,"Bongcloud Attack"
2021.03.26,Gabe373,1053,Qnearil,1065,"Bongcloud Attack"
2021.03.26,harthurfig,822,MrHamod1,785,"Bongcloud Attack"
2021.03.26,aligurbanovh,814,Akimov_Artem_2012,873,"Bongcloud Attack"
2021.03.26,eerezhan,1100,Lastthad,1229,"Bongcloud Attack"
2021.03.26,zer0micron,1912,Evgen_161,1916,"Bongcloud Attack"
2021.03.26,zer0micron,1907,Fred02,1930,"Bongcloud Attack"
2021.03.26,Henry2708,1330,Alantolez,1287,"Bongcloud Attack"
2021.03.26,asikjgokdnjgndnuj,1815,Langtoftdude,1837,"Bongcloud Attack"
2021.03.26,asikjgokdnjgndnuj,1816,pollastro63,1866,"Bongcloud Attack"
2021.03.26,a_saraf,1170,twigx2,1150,"Bongcloud Attack"
2021.03.26,ksevket,1456,Sruck,1483,"Bongcloud Attack"
2021.03.26,asikjgokdnjgndnuj,1818,pollastro63,1865,"Bongcloud Attack"
2021.03.26,jasonf7,1042,bigbootybishes,1054,"Bongcloud Attack"
2021.03.26,GREASYBALLS,1142,OyunHakimi,1102,"Bongcloud Attack"
2021.03.26,OyunHakimi,1108,GREASYBALLS,1115,"Bongcloud Attack"
2021.03.26,GREASYBALLS,1092,OyunHakimi,1114,"Bongcloud Attack"
2021.03.26,asikjgokdnjgndnuj,1820,icormar,1863,"Bongcloud Attack"
2021.03.26,GREASYBALLS,1047,Likeaszef,1031,"Bongcloud Attack"
2021.03.26,Viswantathan_Anand,1381,leoscherer,1431,"Bongcloud Attack"
2021.03.26,ILostToScholarsMate,1101,Viktroid,1067,"Bongcloud Attack"
2021.03.26,jasonf7,1048,OskarGulbickiZSL,1006,"Bongcloud Attack"
2021.03.26,GREASYBALLS,1011,jacob4404,984,"Bongcloud Attack"
2021.03.26,cevdetk,1503,pabloq10,1505,"Bongcloud Attack"
2021.03.26,GREASYBALLS,957,jacob4404,1007,"Bongcloud Attack"
2021.03.26,Wojcieslaw2405,1411,Katarzyna0110,1279,"Bongcloud Attack"
2021.03.26,Fleo1,1500,Asafkaraso,1590,"Bongcloud Attack"
2021.03.26,BryanL96,1750,Ingoblies,1811,"Bongcloud Attack"
2021.03.26,amnaegood,1500,Gius0801,1533,"Bongcloud Attack"
2021.03.26,cevdetk,1497,ygt11,1549,"Bongcloud Attack"
2021.03.26,Abkar911,1138,praj_g,1232,"Bongcloud Attack"
2021.03.26,Hira_Jogchamp,1011,Somenal,873,"Bongcloud Attack"
2021.03.26,Fuad_Al_Hasib,1464,Cheten_Norbu,1465,"Bongcloud Attack"
2021.03.26,milkbread24,1624,Ali-Eren,1603,"Bongcloud Attack"
2021.03.26,BranikChess,1139,NotHard89,1137,"Bongcloud Attack"
2021.03.26,benkkelly,1166,pporrappippam,1126,"Bongcloud Attack"
2021.03.26,milkbread24,1607,schiumatto,1609,"Bongcloud Attack"
2021.03.26,stefipope,1030,b_rishat,1127,"Bongcloud Attack"
2021.03.26,milkbread24,1635,schiumatto,1598,"Bongcloud Attack"
2021.03.26,milkbread24,1633,schiumatto,1599,"Bongcloud Attack"
2021.03.26,Praveenn,1392,kamsaa,1332,"Bongcloud Attack"
2021.03.26,NihilVEVO,769,Amit02,821,"Bongcloud Attack"
2021.03.26,dizzyknight97,1735,C72785708edward,1622,"Bongcloud Attack"
2021.03.26,OnlyBongcloud0,1500,Dreyko1,1583,"Bongcloud Attack"
2021.03.26,MAYH3M78,1175,Oktay0709,1274,"Bongcloud Attack"
2021.03.26,dizzyknight97,1740,exequielacosta,1738,"Bongcloud Attack"
2021.03.26,Ndeniz1907,1535,sjk1397,1538,"Bongcloud Attack"
2021.03.26,FfGod,1571,rohanchauhan,1052,"Bongcloud Attack"
2021.03.26,mKred27,1271,AdItHyA_WilsonsSch,1025,"Bongcloud Attack"
2021.03.26,BigBadChessBoss,1109,kekku,1167,"Bongcloud Attack"
2021.03.26,A_Chan_CGKLL,1773,dizzyknight97,1753,"Bongcloud Attack"
2021.03.26,dizzyknight97,1759,Non-smoking,1762,"Bongcloud Attack"
2021.03.26,FfGod,1556,rossa1234,1096,"Bongcloud Attack"
2021.03.26,AlexanderRook,1021,givieon,1520,"Bongcloud Attack"
2021.03.26,IKERPALOSM,1525,OSCARCHOMBO,1635,"Bongcloud Attack"
2021.03.26,coxno,2244,issazoubi,2107,"Bongcloud Attack"
2021.03.26,BenjaminYashiah,1014,Dzun,987,"Bongcloud Attack"
2021.03.26,JARCSCL,1653,toelloev,1720,"Bongcloud Attack"
2021.03.26,wack000wack,1290,dexiewf,1205,"Bongcloud Attack"
2021.03.26,toelloev,1719,JARCSCL,1654,"Bongcloud Attack"
2021.03.26,Velocity698,1423,Dyprax,1346,"Bongcloud Attack"
2021.03.26,JARCSCL,1649,toelloev,1723,"Bongcloud Attack"
2021.03.26,toelloev,1728,JARCSCL,1645,"Bongcloud Attack"
2021.03.26,Chessgirl_88,742,Jackmatefce,1505,"Bongcloud Attack"
2021.03.26,FoxxLi,1207,NijatH,1106,"Bongcloud Attack"
2021.03.26,PeskyPigeon,1354,VRSILVA,1380,"Bongcloud Attack"
2021.03.26,DaniloFortunato,955,sigal2306,950,"Bongcloud Attack"
2021.03.26,Khatarnakbaba,1782,rhargar77,1382,"Bongcloud Attack"
2021.03.26,Youngauthor5,1370,ManelidasPc,1295,"Bongcloud Attack"
2021.03.26,ksevket,1456,saeed1363,1498,"Bongcloud Attack"
2021.03.26,abhishek634,1959,Elsigiloso,1960,"Bongcloud Attack"
2021.03.26,abhishek634,1965,istrski,1917,"Bongcloud Attack"
2021.03.26,ksevket,1457,mensy7,1452,"Bongcloud Attack"
2021.03.26,abhishek634,1975,davidito,1977,"Bongcloud Attack"
2021.03.26,Nova17,1707,Stepicaa,1615,"Bongcloud Attack"
2021.03.26,NefariusXd,1089,PalekX,924,"Bongcloud Attack"
2021.03.26,pirtti,2188,waraw,2194,"Bongcloud Attack"
2021.03.26,Elitekiller57,915,myslaf,860,"Bongcloud Attack"
2021.03.26,NKoreaFanboy,686,Vscog,821,"Bongcloud Attack"
2021.03.26,Alchemaster,1716,Andrew_Glebov,1936,"Bongcloud Attack"
2021.03.26,GrandAssterPete,1399,omny,1352,"Bongcloud Attack"
2021.03.26,malcagatay,886,WackyJasmine,913,"Bongcloud Attack"
2021.03.26,WackyJasmine,860,dracox3,746,"Bongcloud Attack"
2021.03.26,malcagatay,890,jignite98,887,"Bongcloud Attack"
2021.03.26,Einlanzer,1268,pachymicrosaurus,1212,"Bongcloud Attack"
2021.03.26,juicergambit64,844,Antadhun,813,"Bongcloud Attack"
2021.03.26,Alois_hiedler,836,rTTr177,968,"Bongcloud Attack"
2021.03.26,chess-enjoyer,791,nonameindiffrent,857,"Bongcloud Attack"
2021.03.26,Alois_hiedler,816,ClownBoy55,795,"Bongcloud Attack"
2021.03.26,msanii,2023,krizx21,2095,"Bongcloud Attack"
2021.03.26,NKoreaFanboy,677,Rightm,778,"Bongcloud Attack"
2021.03.26,TheCheeseLord,1356,claytonbjoe,1310,"Bongcloud Attack"
2021.03.26,yahya39,948,CaoRen,917,"Bongcloud Attack"
2021.03.26,IJJJJJJI,1075,laux736,1082,"Bongcloud Attack"
2021.03.26,IJJJJJJI,1076,Florimori,1093,"Bongcloud Attack"
2021.03.26,LightnoBlaze,777,Teembo,1171,"Bongcloud Attack"
2021.03.26,NKoreaFanboy,669,LHMRJ,669,"Bongcloud Attack"
2021.03.26,Sachakas,768,Kraxelbruder,697,"Bongcloud Attack"
2021.03.26,C0ochieman,1102,lohithjr1993,1093,"Bongcloud Attack"
2021.03.26,Lipe_v2,892,Marcin_2020,927,"Bongcloud Attack"
2021.03.26,malcagatay,962,MimonVT,920,"Bongcloud Attack"
2021.03.27,hilfigertout,1469,B_mrki,1830,"Bongcloud Attack"
2021.03.27,VientoGris,1974,robchess123,1906,"Bongcloud Attack"
2021.03.27,Moises_Pacheco,1581,anibalPF,1441,"Bongcloud Attack"
2021.03.27,hilfigertout,1497,JAHEN,1846,"Bongcloud Attack"
2021.03.27,LuminoI,1105,martyTHICKS,1047,"Bongcloud Attack"
2021.03.27,hilfigertout,1506,Nagkrish78,1798,"Bongcloud Attack"
2021.03.27,anish_11,1309,ObroncaPizzy,1308,"Bongcloud Attack"
2021.03.27,Sreerookie,1070,FilipImsobad,1107,"Bongcloud Attack"
2021.03.27,Happywheelss,1154,SreeniArv,1062,"Bongcloud Attack"
2021.03.27,JesseDiks,1693,Vitorgabriel_1,1578,"Bongcloud Attack"
2021.03.27,GREASYBALLS,1123,brexon,1142,"Bongcloud Attack"
2021.03.27,pianoplayerjames,1618,luna01,1572,"Bongcloud Attack"
2021.03.27,TheAlexSweeney,1160,theadam98,1121,"Bongcloud Attack"
2021.03.27,Whysotrash,1219,hughmall,1278,"Bongcloud Attack"
2021.03.27,Whysotrash,1137,hughmall,1286,"Bongcloud Attack"
2021.03.27,dooge46,1748,denas85,1747,"Bongcloud Attack"
2021.03.27,Whysotrash,955,jonahhill420,971,"Bongcloud Attack"
2021.03.27,Whysotrash,931,lucasblanco31,936,"Bongcloud Attack"
2021.03.27,m4tr1x009,800,Kmz69,600,"Bongcloud Attack"
2021.03.27,mochi713,1036,isaidue2004,1008,"Bongcloud Attack"
2021.03.27,mochi713,1040,sisnandes,1020,"Bongcloud Attack"
2021.03.27,Sreerookie,1071,DancingCrickets,1033,"Bongcloud Attack"
2021.03.27,GreenDDT,923,Nikito33,893,"Bongcloud Attack"
2021.03.27,sillyduckyluck,1471,intj_17,1466,"Bongcloud Attack"
2021.03.27,JAYNIL4848,1338,bluerinse1,1386,"Bongcloud Attack"
2021.03.27,GreenDDT,887,wagner007,853,"Bongcloud Attack"
2021.03.27,ChessXerix,1107,rkjha08,1174,"Bongcloud Attack"
2021.03.27,h0ey,876,GreenDDT,847,"Bongcloud Attack"
2021.03.27,GreenDDT,867,h0ey,869,"Bongcloud Attack"
2021.03.27,Aaronthenovice,1351,somoney,1324,"Bongcloud Attack"
2021.03.27,Aaronthenovice,1344,Ivan11t0,1238,"Bongcloud Attack"
2021.03.27,Sreerookie,1071,stalinic,1150,"Bongcloud Attack"
2021.03.27,Sreerookie,1067,insania,1057,"Bongcloud Attack"
2021.03.27,yudi_kbpl,1361,radient7,1330,"Bongcloud Attack"
2021.03.27,ShinzuShinza,841,xrumasx,853,"Bongcloud Attack"
2021.03.27,sgtbigpp,868,Dridovich,878,"Bongcloud Attack"
2021.03.27,BongCloud27,1500,ermessss,1598,"Bongcloud Attack"
2021.03.27,Oscarpadilla,1595,NurLan_145,1603,"Bongcloud Attack"
2021.03.27,Finn_RSK,1754,clydeadrian,1735,"Bongcloud Attack"
2021.03.27,Henry2708,1317,icewolf108,1349,"Bongcloud Attack"
2021.03.27,Mr_Miracle,1587,dddrrr,1557,"Bongcloud Attack"
2021.03.27,Dr_Blunderbuss,1187,SaNcHo33,1211,"Bongcloud Attack"
2021.03.27,damnikindadontcare,1341,kasem19851111,1371,"Bongcloud Attack"
2021.03.27,Dk_Tehariya,1426,NicholasJK,1418,"Bongcloud Attack"
2021.03.27,ToniKroos2021,1449,HUMBS,1492,"Bongcloud Attack"
2021.03.27,mikolaj53,1347,Amstro_GM,1413,"Bongcloud Attack"
2021.03.27,Manly_Gambit,1739,VladimirCherevan,1774,"Bongcloud Attack"
2021.03.27,Vadyl,1888,evgeniy_v,1893,"Bongcloud Attack"
2021.03.27,ToiletBro2,1386,sekilena,1323,"Bongcloud Attack"
2021.03.27,Ichakk,1342,mikanta,1266,"Bongcloud Attack"
2021.03.27,Super_Nova_Cat,1691,pawnfiction35,1677,"Bongcloud Attack"
2021.03.27,Elda123,1825,lilivmon,1795,"Bongcloud Attack"
2021.03.27,LotrKingDain,971,aygl_yvz,861,"Bongcloud Attack"
2021.03.27,AbuAbbas,1712,Rakesh_Kumar_Dubey,1758,"Bongcloud Attack"
2021.03.27,Finn_RSK,1753,jaypkash,1757,"Bongcloud Attack"
2021.03.27,jaredtampu,1571,TurkmenTug,1560,"Bongcloud Attack"
2021.03.27,Jrtuscu,1066,i_loose_nothing,876,"Bongcloud Attack"
2021.03.27,jaredtampu,1565,Aydinbulut1985,1458,"Bongcloud Attack"
2021.03.27,Aaswas_Kniij,1237,Ravanaprabhu,1266,"Bongcloud Attack"
2021.03.27,Caabbbssss,2267,tftta25,1645,"Bongcloud Attack"
2021.03.27,jaredtampu,1558,creamn17,1538,"Bongcloud Attack"
2021.03.27,Frankl1nk,790,amaanat,742,"Bongcloud Attack"
2021.03.27,ksevket,1441,mLivv,1473,"Bongcloud Attack"
2021.03.27,OnlyBongcloud0,1346,Akakai,1294,"Bongcloud Attack"
2021.03.27,ksevket,1442,mLivv,1472,"Bongcloud Attack"
2021.03.27,Yonatan0101,1419,Blazorge,1418,"Bongcloud Attack"
2021.03.27,aasaxena,1674,TheChessterKnight,1503,"Bongcloud Attack"
2021.03.27,TeoChess1234,1285,vezirsizoynuyorum,1190,"Bongcloud Attack"
2021.03.27,NihilVEVO,755,Himalshi,600,"Bongcloud Attack"
2021.03.27,anubhav25,1664,reykan,1611,"Bongcloud Attack"
2021.03.27,kingpossessed,900,bunnycat1411,896,"Bongcloud Attack"
2021.03.27,NihilVEVO,753,Szmi2002,775,"Bongcloud Attack"
2021.03.27,Cjc_03,1050,Ddjjhr18,909,"Bongcloud Attack"
2021.03.27,YuMeKoYaBaMi,1824,Bahruz_748,1834,"Bongcloud Attack"
2021.03.27,Kishshore,717,canemrew,647,"Bongcloud Attack"
2021.03.27,NihilVEVO,748,haL0o,663,"Bongcloud Attack"
2021.03.27,kingpossessed,886,mamma-mia,868,"Bongcloud Attack"
2021.03.27,kingpossessed,887,shpunn,1045,"Bongcloud Attack"
2021.03.27,Henry2708,1305,hpatobb,1307,"Bongcloud Attack"
2021.03.27,kingpossessed,848,jugheadd,996,"Bongcloud Attack"
2021.03.27,kingpossessed,845,Prochamp1231,824,"Bongcloud Attack"
2021.03.27,Sreerookie,1055,Kepler32,1081,"Bongcloud Attack"
2021.03.27,kingpossessed,826,Prochamp1231,834,"Bongcloud Attack"
2021.03.27,kingpossessed,826,MaksRain,860,"Bongcloud Attack"
2021.03.27,l8zin,928,Ramadurai,940,"Bongcloud Attack"
2021.03.27,kingpossessed,809,gavinisawesome,865,"Bongcloud Attack"
2021.03.27,kingpossessed,810,altanmes,827,"Bongcloud Attack"
2021.03.27,Zemsta16,1377,Beni89,1352,"Bongcloud Attack"
2021.03.27,kingpossessed,812,baharcicekbocek,670,"Bongcloud Attack"
2021.03.27,egorvuk,1149,hectorl1114,979,"Bongcloud Attack"
2021.03.27,KARUROSU,1118,Luca9718,1045,"Bongcloud Attack"
2021.03.27,michaelforreal,1525,Yan_Felipe,1517,"Bongcloud Attack"
2021.03.27,hugo190,1372,jijiparel,1405,"Bongcloud Attack"
2021.03.27,EggWaffleDelight,1559,melahat123,1590,"Bongcloud Attack"
2021.03.27,shreyashshiva,1719,DitoNeurosurgent,1718,"Bongcloud Attack"
2021.03.27,sinsta666,1512,george24,1515,"Bongcloud Attack"
2021.03.27,ILostToScholarsMate,1051,ColbyTheG,1008,"Bongcloud Attack"
2021.03.27,ChessXerix,1101,cocolosojo,958,"Bongcloud Attack"
2021.03.27,Diogenes_Wine_Barrel,1383,olivier972,1459,"Bongcloud Attack"
2021.03.27,ChessXerix,1093,IOV2005,1175,"Bongcloud Attack"
2021.03.27,GabrielSGarcia111,1166,IgorShah85,1207,"Bongcloud Attack"
2021.03.27,olinolin,979,muratmka,1560,"Bongcloud Attack"
2021.03.27,Erika_Escobar,758,Emperador22,990,"Bongcloud Attack"
2021.03.27,Maple_TH,960,WuTangShatranj,1017,"Bongcloud Attack"
2021.03.27,joseph420,1279,mv333,1285,"Bongcloud Attack"
2021.03.27,yuppers913,1550,tho1968,1671,"Bongcloud Attack"
2021.03.27,rpostula27,793,Nikolokopatolegu,821,"Bongcloud Attack"
2021.03.27,ChessXerix,1098,eyu99,1094,"Bongcloud Attack"
2021.03.27,OnlyBongcloud0,1240,O-rata,1124,"Bongcloud Attack"
2021.03.27,olinolin,979,GeArthur,2075,"Bongcloud Attack"
2021.03.27,carlbot_bhaiya,962,syfu,968,"Bongcloud Attack"
2021.03.27,olinolin,979,GeArthur,2075,"Bongcloud Attack"
2021.03.27,malcagatay,963,Marcin_2020,959,"Bongcloud Attack"
2021.03.27,Baris_elci,1113,tyboster,1102,"Bongcloud Attack"
2021.03.27,redhorse_init,2147,Huehee,2140,"Bongcloud Attack"
2021.03.27,specialisTbongcloud,2040,Mankeletor,773,"Bongcloud Attack"
2021.03.27,FlorianWendelborn,1271,bhushanananan,1306,"Bongcloud Attack"
2021.03.27,joseph420,1296,Nishauchil,1275,"Bongcloud Attack"
2021.03.27,Hiarley12d,840,JulesGregorio,959,"Bongcloud Attack"
2021.03.27,FlorianWendelborn,1277,ahmetoztek,1215,"Bongcloud Attack"
2021.03.27,dragonninja,1401,Alex23rus,1381,"Bongcloud Attack"
2021.03.27,chong526,1462,dansman1644,1459,"Bongcloud Attack"
2021.03.27,Sandosh1,1805,didimos,1743,"Bongcloud Attack"
2021.03.27,sento96,763,jacksonwhalin1,713,"Bongcloud Attack"
2021.03.27,M_V_L_2009,2288,NebilSelami,2151,"Bongcloud Attack"
2021.03.27,shirzad1352,2008,vaf_farzi,1741,"Bongcloud Attack"
2021.03.27,Sandosh1,1814,didimos,1734,"Bongcloud Attack"
2021.03.27,nauthnim,2035,rogerg1981,2046,"Bongcloud Attack"
2021.03.27,MateMaticiannn,1421,SOKSI,1466,"Bongcloud Attack"
2021.03.27,Sandosh1,1812,didimos,1736,"Bongcloud Attack"
2021.03.27,Wolf1988,2100,Ylajali,2092,"Bongcloud Attack"
2021.03.27,msanii,2016,Embarambamba,2070,"Bongcloud Attack"
2021.03.27,Qrohn,1741,DNiBalk,1294,"Bongcloud Attack"
2021.03.27,Zubernacho,1403,vleoah,1400,"Bongcloud Attack"
2021.03.27,DNiBalk,1290,Qrohn,1743,"Bongcloud Attack"
2021.03.27,BlueGoddess,909,MrMiaugi,984,"Bongcloud Attack"
2021.03.27,Qrohn,1728,DNiBalk,1347,"Bongcloud Attack"
2021.03.27,BongcloudChallenge,1537,sachin5540,1538,"Bongcloud Attack"
2021.03.27,BlueGoddess,909,IamNihal,987,"Bongcloud Attack"
2021.03.27,BongcloudChallenge,1528,Graden,1533,"Bongcloud Attack"
2021.03.27,WorkInProgress96,2025,parla7872,1988,"Bongcloud Attack"
2021.03.27,WorkInProgress96,2030,UHR4485,1997,"Bongcloud Attack"
2021.03.27,MSA_xadrez,1086,Modigliani06,1087,"Bongcloud Attack"
2021.03.27,prateekkkkkkk,1083,elifdeniz09,1151,"Bongcloud Attack"
2021.03.27,Ratoreirei,1841,arya77,1861,"Bongcloud Attack"
2021.03.27,DayroCampos,1258,Charlie_Sa,1038,"Bongcloud Attack"
2021.03.27,BongcloudChallenge,1528,mkilaguz,1541,"Bongcloud Attack"
2021.03.27,prateekkkkkkk,1074,OrdinaryusX,1110,"Bongcloud Attack"
2021.03.27,malcagatay,979,djibril_1,1053,"Bongcloud Attack"
2021.03.27,BongcloudChallenge,1527,asellesa,1463,"Bongcloud Attack"
2021.03.27,joseph420,1276,Prusseliese,1219,"Bongcloud Attack"
2021.03.27,Th3Punish3r,1370,chessFig2000,1465,"Bongcloud Attack"
2021.03.27,chocolate_cats123,966,ChickenCatchSatori,998,"Bongcloud Attack"
2021.03.27,navabkhoshnood1400,1451,jamalaus,1446,"Bongcloud Attack"
2021.03.27,Goura,1144,DarwinQM,1201,"Bongcloud Attack"
2021.03.27,ksevket,1446,rhurus,1431,"Bongcloud Attack"
2021.03.27,MFLudder1111,1010,enderbar,951,"Bongcloud Attack"
2021.03.27,MrUnluckJ,999,Tommyyyyyy,978,"Bongcloud Attack"
2021.03.27,BongCloud1234,1243,Dany-al,1177,"Bongcloud Attack"
2021.03.27,llanero11,2003,mrmobba,1968,"Bongcloud Attack"
2021.03.27,MFLudder1111,955,LucaIannelli,970,"Bongcloud Attack"
2021.03.27,Hatkekhel,1156,homalii,1162,"Bongcloud Attack"
2021.03.27,BongCloud1234,980,Der_Loser,972,"Bongcloud Attack"
2021.03.27,Slymodi,827,hakero09,773,"Bongcloud Attack"
2021.03.27,NicolasBonaparte,1010,TheSpadix,1108,"Bongcloud Attack"
2021.03.27,janner,940,Erik-2D,912,"Bongcloud Attack"
2021.03.27,Rick191177,1186,RoyalRook96,1056,"Bongcloud Attack"
2021.03.27,malcagatay,969,ARintrovert,990,"Bongcloud Attack"
2021.03.27,Hatkekhel,1157,liljo19,1192,"Bongcloud Attack"
2021.03.27,BongCloud1234,997,Kareem36,1077,"Bongcloud Attack"
2021.03.27,bilir9,1341,azvida,1397,"Bongcloud Attack"
2021.03.27,MariajoseMarin170,841,limitre,1062,"Bongcloud Attack"
2021.03.27,davis1989,1698,thebus23,2012,"Bongcloud Attack"
2021.03.27,Hatkekhel,1163,jakan000,1170,"Bongcloud Attack"
2021.03.27,davis1989,1695,thebus23,2015,"Bongcloud Attack"
2021.03.27,aevaex,1040,Redaiden,1067,"Bongcloud Attack"
2021.03.27,manulashavindra,1166,Mega314,1172,"Bongcloud Attack"
2021.03.27,victorclf,1482,Ser59,1485,"Bongcloud Attack"
2021.03.27,ADHDavid,1526,QueenElisabeth5,1521,"Bongcloud Attack"
2021.03.27,GabrielSGarcia111,1163,yousurff,1109,"Bongcloud Attack"
2021.03.27,DonPetunio3000,2416,Corchov,2423,"Bongcloud Attack"
2021.03.27,Danilo_Mattos,1000,maaahvellous,947,"Bongcloud Attack"
2021.03.27,DonPetunio3000,2445,aaQwrD,2465,"Bongcloud Attack"
2021.03.27,DonPetunio3000,2458,Tim1991,2553,"Bongcloud Attack"
2021.03.27,NKoreaFanboy,656,Bernardo4325,605,"Bongcloud Attack"
2021.03.27,Ghostier,1729,Pedro712,1767,"Bongcloud Attack"
2021.03.27,Lelynxdubengal,1077,Vittolediable,1107,"Bongcloud Attack"
2021.03.27,Lilava,1760,rafalov35,1784,"Bongcloud Attack"
2021.03.27,Lilava,1755,Scherenschnitte,1779,"Bongcloud Attack"
2021.03.27,Dixxxon,2036,Goku748,1528,"Bongcloud Attack"
2021.03.27,NKoreaFanboy,633,elchanfle,772,"Bongcloud Attack"
2021.03.27,DaniloFortunato,967,Mleetjee,992,"Bongcloud Attack"
2021.03.27,TedPaul64,1758,gabriel9130,1747,"Bongcloud Attack"
2021.03.27,W_hat_Am_Idoing,788,JulioK,894,"Bongcloud Attack"
2021.03.28,MoneyPhone,854,nkdamn,889,"Bongcloud Attack"
2021.03.28,EmmanuelColque,1265,nairda930,1203,"Bongcloud Attack"
2021.03.28,DiscoLizard53,1668,MrEveryDay,1137,"Bongcloud Attack"
2021.03.28,Tateloggy,838,jaimedelafuente,845,"Bongcloud Attack"
2021.03.28,imkindatired,600,LGauto,645,"Bongcloud Attack"
2021.03.28,RidingStorm,1053,brettgeist,1039,"Bongcloud Attack"
2021.03.28,BaderBombs,2217,ivarcode,2028,"Bongcloud Attack"
2021.03.28,ivarcode,2025,BaderBombs,2220,"Bongcloud Attack"
2021.03.28,RidingStorm,1065,svyst,1086,"Bongcloud Attack"
2021.03.28,rvgajedrez,1751,vanuvanuma,1813,"Bongcloud Attack"
2021.03.28,Pje123,1763,NiwBlad,1773,"Bongcloud Attack"
2021.03.28,iplaychesscusimsad2,1500,jeanpierreflores,1393,"Bongcloud Attack"
2021.03.28,CHESS_YouTube_Coach,1095,FunkyPandey,1136,"Bongcloud Attack"
2021.03.28,l3ard,804,G0ngshow,951,"Bongcloud Attack"
2021.03.28,camelo_tatico,1165,JoeMW,1078,"Bongcloud Attack"
2021.03.28,BigBear85,2144,kasim1386,2032,"Bongcloud Attack"
2021.03.28,BongcloudSpeedrun19,979,brandybag,1067,"Bongcloud Attack"
2021.03.28,jaredtampu,1562,Wub_Wubz,1601,"Bongcloud Attack"
2021.03.28,Safrone07,1350,amadu,1300,"Bongcloud Attack"
2021.03.28,MellowMoonshine,1990,Nayon24,1993,"Bongcloud Attack"
2021.03.28,Safrone07,1338,shanto90,1337,"Bongcloud Attack"
2021.03.28,Aidan_Phan,1077,stimuly,1248,"Bongcloud Attack"
2021.03.28,Subhajit2021,1533,amirmoti,1643,"Bongcloud Attack"
2021.03.28,VD_Moladiya,1336,BennyG247,1327,"Bongcloud Attack"
2021.03.28,SeekNDstroy019,1388,svimalraj,1385,"Bongcloud Attack"
2021.03.28,SeekNDstroy019,1382,somAlINgAM,1380,"Bongcloud Attack"
2021.03.28,cenk62,1681,kuzzie,1634,"Bongcloud Attack"
2021.03.28,AdamFerdian,1500,Shehabsky,1509,"Bongcloud Attack"
2021.03.28,VeryFunny27,982,irut1,900,"Bongcloud Attack"
2021.03.28,vennyice,2051,ajetm,2217,"Bongcloud Attack"
2021.03.28,Jagannath999,1068,JAWHAR_IQBAL,603,"Bongcloud Attack"
2021.03.28,MooPoint,1449,salesuzuki,1461,"Bongcloud Attack"
2021.03.28,ifloyd12,1263,Juanjo1964,1263,"Bongcloud Attack"
2021.03.28,TradeThemBishop,1229,azminajid,1183,"Bongcloud Attack"
2021.03.28,shivamverma_19,1666,Najmul_Hasan,1669,"Bongcloud Attack"
2021.03.28,Henry2708,1318,chemmayago,1358,"Bongcloud Attack"
2021.03.28,Safrone07,1358,Mikalai_R,1403,"Bongcloud Attack"
2021.03.28,ebolavms2,1381,Gamegodvegas,1371,"Bongcloud Attack"
2021.03.28,ahjsdajsabfajsb,1382,xantares07,1408,"Bongcloud Attack"
2021.03.28,Sakkmattpatt,2096,KEBBY-24,2099,"Bongcloud Attack"
2021.03.28,bongclouddraw,1394,Deylem,1373,"Bongcloud Attack"
2021.03.28,wifi_player,1184,martinez999,1084,"Bongcloud Attack"
2021.03.28,Whatsap_bro,1587,Venkatesh99,1594,"Bongcloud Attack"
2021.03.28,keremkocakkk,1570,Whatsap_bro,1578,"Bongcloud Attack"
2021.03.28,Rajajii,1245,strangerhazelnuts,1411,"Bongcloud Attack"
2021.03.28,wifi_player,1195,Schulzpauk,1228,"Bongcloud Attack"
2021.03.28,kilominx,1221,giantat,1334,"Bongcloud Attack"
2021.03.28,kilominx,1223,alin0fal,1250,"Bongcloud Attack"
2021.03.28,vctrppl,1021,Newkraid,1124,"Bongcloud Attack"
2021.03.28,Finn_RSK,1742,AAA800,1728,"Bongcloud Attack"
2021.03.28,Murli_Manohar,1130,Priyadharsan7186,1043,"Bongcloud Attack"
2021.03.28,Finn_RSK,1747,AAA800,1723,"Bongcloud Attack"
2021.03.28,ksevket,1466,VOLTOR666,1506,"Bongcloud Attack"
2021.03.28,Berani_lawan,2031,Frankmozes,2084,"Bongcloud Attack"
2021.03.28,Henry2708,1320,lum94,1347,"Bongcloud Attack"
2021.03.28,joseph420,1263,emaurss,1344,"Bongcloud Attack"
2021.03.28,Henry2708,1309,franzom,1317,"Bongcloud Attack"
